regime,symbol,date,seed,config,anomaly_type,roc_auc
trending,BNBUSDT,2024-01-15,32,KAMA,all,0.8882529250769516
trending,BNBUSDT,2024-01-15,32,Butterworth (Default),all,0.8545372623668726
trending,BNBUSDT,2024-01-15,32,Butterworth (Matched),all,0.8553750523071681
trending,BNBUSDT,2024-01-15,32,RRCF,all,0.8761725270411433
trending,BNBUSDT,2024-01-15,32,Fixed EMA,level_shift,0.6231839037817326
trending,BNBUSDT,2024-01-15,32,Load Adaptive EMA,level_shift,0.6224430258720917
trending,BNBUSDT,2024-01-15,32,Load-Adaptive EMA (BW-Matched),level_shift,0.6715372125790542
trending,BNBUSDT,2024-01-15,32,KAMA,level_shift,0.5702140356009785
trending,BNBUSDT,2024-01-15,32,Butterworth (Default),level_shift,0.6809435456128943
trending,BNBUSDT,2024-01-15,32,Butterworth (Matched),level_shift,0.6857221734525468
trending,BNBUSDT,2024-01-15,32,RRCF,level_shift,0.6830737976455705
trending,BNBUSDT,2024-01-15,32,Fixed EMA,point,0.9983607843137254
trending,BNBUSDT,2024-01-15,32,Load Adaptive EMA,point,0.998393137254902
trending,BNBUSDT,2024-01-15,32,Load-Adaptive EMA (BW-Matched),point,0.9983074074074074
trending,BNBUSDT,2024-01-15,32,KAMA,point,0.9987921568627451
trending,BNBUSDT,2024-01-15,32,Butterworth (Default),point,0.996891394335512
trending,BNBUSDT,2024-01-15,32,Butterworth (Matched),point,0.9967333333333335
trending,BNBUSDT,2024-01-15,32,RRCF,point,0.999248366013072
trending,BTCUSDT,2024-01-22,33,Fixed EMA,all,0.8081994063838911
trending,BTCUSDT,2024-01-22,33,Load Adaptive EMA,all,0.8260103942613388
trending,BTCUSDT,2024-01-22,33,Load-Adaptive EMA (BW-Matched),all,0.8116157348864048
trending,BTCUSDT,2024-01-22,33,KAMA,all,0.9019184436442482
trending,BTCUSDT,2024-01-22,33,Butterworth (Default),all,0.806011417304086
trending,BTCUSDT,2024-01-22,33,Butterworth (Matched),all,0.8028417884479754
trending,BTCUSDT,2024-01-22,33,RRCF,all,0.8776702875296347
trending,BTCUSDT,2024-01-22,33,Fixed EMA,level_shift,0.6281644826508521
trending,BTCUSDT,2024-01-22,33,Load Adaptive EMA,level_shift,0.5994483945109852
trending,BTCUSDT,2024-01-22,33,Load-Adaptive EMA (BW-Matched),level_shift,0.6245038634803044
trending,BTCUSDT,2024-01-22,33,KAMA,level_shift,0.5593813512638108
trending,BTCUSDT,2024-01-22,33,Butterworth (Default),level_shift,0.6404703157823124
trending,BTCUSDT,2024-01-22,33,Butterworth (Matched),level_shift,0.6389898249892259
trending,BTCUSDT,2024-01-22,33,RRCF,level_shift,0.6713225034349835
trending,BTCUSDT,2024-01-22,33,Fixed EMA,point,0.9978558823529412
trending,BTCUSDT,2024-01-22,33,Load Adaptive EMA,point,0.9983551198257081
trending,BTCUSDT,2024-01-22,33,Load-Adaptive EMA (BW-Matched),point,0.9978823529411764
trending,BTCUSDT,2024-01-22,33,KAMA,point,0.9983660130718954
trending,BTCUSDT,2024-01-22,33,Butterworth (Default),point,0.9922582788671024
trending,BTCUSDT,2024-01-22,33,Butterworth (Matched),point,0.9921586056644881
trending,BTCUSDT,2024-01-22,33,RRCF,point,0.9980549019607843
trending,SOLUSDT,2024-01-06,34,Fixed EMA,all,0.8288030509021488
trending,SOLUSDT,2024-01-06,34,Load Adaptive EMA,all,0.7946332934553016
trending,SOLUSDT,2024-01-06,34,Load-Adaptive EMA (BW-Matched),all,0.8190054602765001
trending,SOLUSDT,2024-01-06,34,KAMA,all,0.8963278159801641
trending,SOLUSDT,2024-01-06,34,Butterworth (Default),all,0.8474553434700567
trending,SOLUSDT,2024-01-06,34,Butterworth (Matched),all,0.8455112057908907
trending,SOLUSDT,2024-01-06,34,RRCF,all,0.869657400493431
trending,SOLUSDT,2024-01-06,34,Fixed EMA,level_shift,0.6443167030580922
trending,SOLUSDT,2024-01-06,34,Load Adaptive EMA,level_shift,0.5527645904601923
trending,SOLUSDT,2024-01-06,34,Load-Adaptive EMA (BW-Matched),level_shift,0.6371809517076006
trending,SOLUSDT,2024-01-06,34,KAMA,level_shift,0.5612121679098082
trending,SOLUSDT,2024-01-06,34,Butterworth (Default),level_shift,0.6872784556588803
trending,SOLUSDT,2024-01-06,34,Butterworth (Matched),level_shift,0.6877588273921313
trending,SOLUSDT,2024-01-06,34,RRCF,level_shift,0.6876669169225755
trending,SOLUSDT,2024-01-06,34,Fixed EMA,point,0.9984578431372549
trending,SOLUSDT,2024-01-06,34,Load Adaptive EMA,point,0.9984039215686275
trending,SOLUSDT,2024-01-06,34,Load-Adaptive EMA (BW-Matched),point,0.9984147058823529
trending,SOLUSDT,2024-01-06,34,KAMA,point,0.9988892156862745
trending,SOLUSDT,2024-01-06,34,Butterworth (Default),point,0.998436274509804
trending,SOLUSDT,2024-01-06,34,Butterworth (Matched),point,0.9984254901960784
trending,SOLUSDT,2024-01-06,34,RRCF,point,0.9994880174291938
trending,BTCUSDT,2024-01-29,35,Fixed EMA,all,0.8043308158542548
trending,BTCUSDT,2024-01-29,35,Load Adaptive EMA,all,0.8176861653081547
trending,BTCUSDT,2024-01-29,35,Load-Adaptive EMA (BW-Matched),all,0.8015300683653503
trending,BTCUSDT,2024-01-29,35,KAMA,all,0.9227676476512828
trending,BTCUSDT,2024-01-29,35,Butterworth (Default),all,0.7980470102808095
trending,BTCUSDT,2024-01-29,35,Butterworth (Matched),all,0.7946185243714105
trending,BTCUSDT,2024-01-29,35,RRCF,all,0.8833690433295789
trending,BTCUSDT,2024-01-29,35,Fixed EMA,level_shift,0.5905939418960988
trending,BTCUSDT,2024-01-29,35,Load Adaptive EMA,level_shift,0.5526101962011825
trending,BTCUSDT,2024-01-29,35,Load-Adaptive EMA (BW-Matched),level_shift,0.5768179438677349
trending,BTCUSDT,2024-01-29,35,KAMA,level_shift,0.5552984528232985
trending,BTCUSDT,2024-01-29,35,Butterworth (Default),level_shift,0.5819838104566875
trending,BTCUSDT,2024-01-29,35,Butterworth (Matched),level_shift,0.5799093739965299
trending,BTCUSDT,2024-01-29,35,RRCF,level_shift,0.6288397838755782
trending,BTCUSDT,2024-01-29,35,Fixed EMA,point,0.9980966230936819
trending,BTCUSDT,2024-01-29,35,Load Adaptive EMA,point,0.9980642701525054
trending,BTCUSDT,2024-01-29,35,Load-Adaptive EMA (BW-Matched),point,0.9974671023965141
trending,BTCUSDT,2024-01-29,35,KAMA,point,0.998355119825708
trending,BTCUSDT,2024-01-29,35,Butterworth (Default),point,0.9946178649237473
trending,BTCUSDT,2024-01-29,35,Butterworth (Matched),point,0.9935836601307189
trending,BTCUSDT,2024-01-29,35,RRCF,point,0.9983551198257081
trending,BNBUSDT,2024-01-22,36,Fixed EMA,all,0.8362940988627589
trending,BNBUSDT,2024-01-22,36,Load Adaptive EMA,all,0.8122151731665288
trending,BNBUSDT,2024-01-22,36,Load-Adaptive EMA (BW-Matched),all,0.8381834118813662
trending,BNBUSDT,2024-01-22,36,KAMA,all,0.886066862221115
trending,BNBUSDT,2024-01-22,36,Butterworth (Default),all,0.8476064590309476
trending,BNBUSDT,2024-01-22,36,Butterworth (Matched),all,0.8450880024676638
trending,BNBUSDT,2024-01-22,36,RRCF,all,0.8736128951252764
trending,BNBUSDT,2024-01-22,36,Fixed EMA,level_shift,0.6363042417950866
trending,BNBUSDT,2024-01-22,36,Load Adaptive EMA,level_shift,0.5657983146135475
trending,BNBUSDT,2024-01-22,36,Load-Adaptive EMA (BW-Matched),level_shift,0.6410116568058917
trending,BNBUSDT,2024-01-22,36,KAMA,level_shift,0.5572709412947637
trending,BNBUSDT,2024-01-22,36,Butterworth (Default),level_shift,0.6866705817779588
trending,BNBUSDT,2024-01-22,36,Butterworth (Matched),level_shift,0.6906807988392583
trending,BNBUSDT,2024-01-22,36,RRCF,level_shift,0.6853848162392008
trending,BNBUSDT,2024-01-22,36,Fixed EMA,point,0.9983769063180827
trending,BNBUSDT,2024-01-22,36,Load Adaptive EMA,point,0.9984686274509803
trending,BNBUSDT,2024-01-22,36,Load-Adaptive EMA (BW-Matched),point,0.9984470588235295
trending,BNBUSDT,2024-01-22,36,KAMA,point,0.9986303921568628
trending,BNBUSDT,2024-01-22,36,Butterworth (Default),point,0.9976351851851852
trending,BNBUSDT,2024-01-22,36,Butterworth (Matched),point,0.9976309368191721
trending,BNBUSDT,2024-01-22,36,RRCF,point,0.9993421568627452
trending,ETHUSDT,2024-01-29,37,Fixed EMA,all,0.7888279030867369
trending,ETHUSDT,2024-01-29,37,Load Adaptive EMA,all,0.8151255605451411
trending,ETHUSDT,2024-01-29,37,Load-Adaptive EMA (BW-Matched),all,0.7992742954953809
trending,ETHUSDT,2024-01-29,37,KAMA,all,0.8913905707826839
trending,ETHUSDT,2024-01-29,37,Butterworth (Default),all,0.8115054226163629
trending,ETHUSDT,2024-01-29,37,Butterworth (Matched),all,0.8083666896172829
trending,ETHUSDT,2024-01-29,37,RRCF,all,0.8361906933515206
trending,ETHUSDT,2024-01-29,37,Fixed EMA,level_shift,0.585503658837262
trending,ETHUSDT,2024-01-29,37,Load Adaptive EMA,level_shift,0.6110226981845642
trending,ETHUSDT,2024-01-29,37,Load-Adaptive EMA (BW-Matched),level_shift,0.6086425234875468
trending,ETHUSDT,2024-01-29,37,KAMA,level_shift,0.5566066155143804
trending,ETHUSDT,2024-01-29,37,Butterworth (Default),level_shift,0.5969049805731985
trending,ETHUSDT,2024-01-29,37,Butterworth (Matched),level_shift,0.5968104883683698
trending,ETHUSDT,2024-01-29,37,RRCF,level_shift,0.6281224797094231
trending,ETHUSDT,2024-01-29,37,Fixed EMA,point,0.998371568627451
trending,ETHUSDT,2024-01-29,37,Load Adaptive EMA,point,0.9983986928104576
trending,ETHUSDT,2024-01-29,37,Load-Adaptive EMA (BW-Matched),point,0.9981738562091503
trending,ETHUSDT,2024-01-29,37,KAMA,point,0.9987166666666667
trending,ETHUSDT,2024-01-29,37,Butterworth (Default),point,0.9948270152505446
trending,ETHUSDT,2024-01-29,37,Butterworth (Matched),point,0.9948199346405229
trending,ETHUSDT,2024-01-29,37,RRCF,point,0.9988779956427014
trending,BTCUSDT,2024-01-12,38,Fixed EMA,all,0.8148900323765043
trending,BTCUSDT,2024-01-12,38,Load Adaptive EMA,all,0.8244873945550674
trending,BTCUSDT,2024-01-12,38,Load-Adaptive EMA (BW-Matched),all,0.8155255798152238
trending,BTCUSDT,2024-01-12,38,KAMA,all,0.9131462007859616
trending,BTCUSDT,2024-01-12,38,Butterworth (Default),all,0.8020595439996508
trending,BTCUSDT,2024-01-12,38,Butterworth (Matched),all,0.796959366575342
trending,BTCUSDT,2024-01-12,38,RRCF,all,0.8751599000981682
trending,BTCUSDT,2024-01-12,38,Fixed EMA,level_shift,0.6095340191493892
trending,BTCUSDT,2024-01-12,38,Load Adaptive EMA,level_shift,0.5893578709181151
trending,BTCUSDT,2024-01-12,38,Load-Adaptive EMA (BW-Matched),level_shift,0.6238737949913262
trending,BTCUSDT,2024-01-12,38,KAMA,level_shift,0.5590167868072959
trending,BTCUSDT,2024-01-12,38,Butterworth (Default),level_shift,0.6206078150691144
trending,BTCUSDT,2024-01-12,38,Butterworth (Matched),level_shift,0.6178305985214085
trending,BTCUSDT,2024-01-12,38,RRCF,level_shift,0.655916529969589
trending,BTCUSDT,2024-01-12,38,Fixed EMA,point,0.9980091503267974
trending,BTCUSDT,2024-01-12,38,Load Adaptive EMA,point,0.9976967320261438
trending,BTCUSDT,2024-01-12,38,Load-Adaptive EMA (BW-Matched),point,0.9966550108932462
trending,BTCUSDT,2024-01-12,38,KAMA,point,0.9985511982570805
trending,BTCUSDT,2024-01-12,38,Butterworth (Default),point,0.9875115468409585
trending,BTCUSDT,2024-01-12,38,Butterworth (Matched),point,0.9860885620915033
trending,BTCUSDT,2024-01-12,38,RRCF,point,0.9987690631808279
trending,SOLUSDT,2024-01-22,39,Fixed EMA,all,0.8149655638114077
trending,SOLUSDT,2024-01-22,39,Load Adaptive EMA,all,0.8110934252779308
trending,SOLUSDT,2024-01-22,39,Load-Adaptive EMA (BW-Matched),all,0.8172314157256249
trending,SOLUSDT,2024-01-22,39,KAMA,all,0.894480968939356
trending,SOLUSDT,2024-01-22,39,Butterworth (Default),all,0.8390818776916721
trending,SOLUSDT,2024-01-22,39,Butterworth (Matched),all,0.8366353003405278
trending,SOLUSDT,2024-01-22,39,RRCF,all,0.8698560268416045
trending,SOLUSDT,2024-01-22,39,Fixed EMA,level_shift,0.5927256884548358
trending,SOLUSDT,2024-01-22,39,Load Adaptive EMA,level_shift,0.5594738801459032
trending,SOLUSDT,2024-01-22,39,Load-Adaptive EMA (BW-Matched),level_shift,0.6014887845038319
trending,SOLUSDT,2024-01-22,39,KAMA,level_shift,0.5350906660887155
trending,SOLUSDT,2024-01-22,39,Butterworth (Default),level_shift,0.6484096022457531
trending,SOLUSDT,2024-01-22,39,Butterworth (Matched),level_shift,0.649055930781502
trending,SOLUSDT,2024-01-22,39,RRCF,level_shift,0.6560660876834479
trending,SOLUSDT,2024-01-22,39,Fixed EMA,point,0.9984578431372549
trending,SOLUSDT,2024-01-22,39,Load Adaptive EMA,point,0.9984470588235294
trending,SOLUSDT,2024-01-22,39,Load-Adaptive EMA (BW-Matched),point,0.9984901960784314
trending,SOLUSDT,2024-01-22,39,KAMA,point,0.9989215686274509
trending,SOLUSDT,2024-01-22,39,Butterworth (Default),point,0.9965728758169934
trending,SOLUSDT,2024-01-22,39,Butterworth (Matched),point,0.9964684095860568
trending,SOLUSDT,2024-01-22,39,RRCF,point,0.999433551198257
trending,ETHUSDT,2024-01-14,40,Fixed EMA,all,0.8320760442720656
trending,ETHUSDT,2024-01-14,40,Load Adaptive EMA,all,0.8315418248557072
trending,ETHUSDT,2024-01-14,40,Load-Adaptive EMA (BW-Matched),all,0.8399628083837164
trending,ETHUSDT,2024-01-14,40,KAMA,all,0.9328456298832153
trending,ETHUSDT,2024-01-14,40,Butterworth (Default),all,0.8396857932046198
trending,ETHUSDT,2024-01-14,40,Butterworth (Matched),all,0.8396289329848323
trending,ETHUSDT,2024-01-14,40,RRCF,all,0.8715679644076055
trending,ETHUSDT,2024-01-14,40,Fixed EMA,level_shift,0.6580212801525878
trending,ETHUSDT,2024-01-14,40,Load Adaptive EMA,level_shift,0.6223519238292267
trending,ETHUSDT,2024-01-14,40,Load-Adaptive EMA (BW-Matched),level_shift,0.6698912556028092
trending,ETHUSDT,2024-01-14,40,KAMA,level_shift,0.6038050366962116
trending,ETHUSDT,2024-01-14,40,Butterworth (Default),level_shift,0.6714229108360538
trending,ETHUSDT,2024-01-14,40,Butterworth (Matched),level_shift,0.6722240259753303
trending,ETHUSDT,2024-01-14,40,RRCF,level_shift,0.6836822362959103
trending,ETHUSDT,2024-01-14,40,Fixed EMA,point,0.9980631808278867
trending,ETHUSDT,2024-01-14,40,Load Adaptive EMA,point,0.9983823529411765
trending,ETHUSDT,2024-01-14,40,Load-Adaptive EMA (BW-Matched),point,0.9974311546840959
trending,ETHUSDT,2024-01-14,40,KAMA,point,0.9986519607843138
trending,ETHUSDT,2024-01-14,40,Butterworth (Default),point,0.9874093681917211
trending,ETHUSDT,2024-01-14,40,Butterworth (Matched),point,0.9861331154684096
trending,ETHUSDT,2024-01-14,40,RRCF,point,0.999193899782135
trending,BTCUSDT,2024-01-29,41,Fixed EMA,all,0.8201841507366109
trending,BTCUSDT,2024-01-29,41,Load Adaptive EMA,all,0.8352995110423149
trending,BTCUSDT,2024-01-29,41,Load-Adaptive EMA (BW-Matched),all,0.8106697198679628
trending,BTCUSDT,2024-01-29,41,KAMA,all,0.9237240035129928
trending,BTCUSDT,2024-01-29,41,Butterworth (Default),all,0.8097329800820732
trending,BTCUSDT,2024-01-29,41,Butterworth (Matched),all,0.8068813505033584
trending,BTCUSDT,2024-01-29,41,RRCF,all,0.8821614497458385
trending,BTCUSDT,2024-01-29,41,Fixed EMA,level_shift,0.606963957454371
trending,BTCUSDT,2024-01-29,41,Load Adaptive EMA,level_shift,0.5962399763560504
trending,BTCUSDT,2024-01-29,41,Load-Adaptive EMA (BW-Matched),level_shift,0.6004150603939291
trending,BTCUSDT,2024-01-29,41,KAMA,level_shift,0.5871413534452022
trending,BTCUSDT,2024-01-29,41,Butterworth (Default),level_shift,0.5794909594114721
trending,BTCUSDT,2024-01-29,41,Butterworth (Matched),level_shift,0.5784086768439227
trending,BTCUSDT,2024-01-29,41,RRCF,level_shift,0.6356098767581998
trending,BTCUSDT,2024-01-29,41,Fixed EMA,point,0.9981529411764706
trending,BTCUSDT,2024-01-29,41,Load Adaptive EMA,point,0.9983986928104575
trending,BTCUSDT,2024-01-29,41,Load-Adaptive EMA (BW-Matched),point,0.998013725490196
trending,BTCUSDT,2024-01-29,41,KAMA,point,0.9983986928104576
trending,BTCUSDT,2024-01-29,41,Butterworth (Default),point,0.9904051198257081
trending,BTCUSDT,2024-01-29,41,Butterworth (Matched),point,0.9892519607843138
trending,BTCUSDT,2024-01-29,41,RRCF,point,0.998500980392157
trending,SOLUSDT,2024-01-24,42,Fixed EMA,all,0.845253924943802
trending,SOLUSDT,2024-01-24,42,Load Adaptive EMA,all,0.8382872365900383
trending,SOLUSDT,2024-01-24,42,Load-Adaptive EMA (BW-Matched),all,0.850441746545797
trending,SOLUSDT,2024-01-24,42,KAMA,all,0.9463725243232088
trending,SOLUSDT,2024-01-24,42,Butterworth (Default),all,0.8681996578999939
trending,SOLUSDT,2024-01-24,42,Butterworth (Matched),all,0.867646395679484
trending,SOLUSDT,2024-01-24,42,RRCF,all,0.9015040667194255
trending,SOLUSDT,2024-01-24,42,Fixed EMA,level_shift,0.5766077242764027
trending,SOLUSDT,2024-01-24,42,Load Adaptive EMA,level_shift,0.5344040181252571
trending,SOLUSDT,2024-01-24,42,Load-Adaptive EMA (BW-Matched),level_shift,0.6008327230849235
trending,SOLUSDT,2024-01-24,42,KAMA,level_shift,0.5456859581225383
trending,SOLUSDT,2024-01-24,42,Butterworth (Default),level_shift,0.6390149999322923
trending,SOLUSDT,2024-01-24,42,Butterworth (Matched),level_shift,0.6435745074178596
trending,SOLUSDT,2024-01-24,42,RRCF,level_shift,0.6254144567144824
trending,SOLUSDT,2024-01-24,42,Fixed EMA,point,0.9984254901960784
trending,SOLUSDT,2024-01-24,42,Load Adaptive EMA,point,0.9984254901960785
trending,SOLUSDT,2024-01-24,42,Load-Adaptive EMA (BW-Matched),point,0.9983823529411764
trending,SOLUSDT,2024-01-24,42,KAMA,point,0.9989107843137256
trending,SOLUSDT,2024-01-24,42,Butterworth (Default),point,0.996073202614379
trending,SOLUSDT,2024-01-24,42,Butterworth (Matched),point,0.9963947712418301
trending,SOLUSDT,2024-01-24,42,RRCF,point,0.9994553376906318
trending,BTCUSDT,2024-01-04,43,Fixed EMA,all,0.8190259792945056
trending,BTCUSDT,2024-01-04,43,Load Adaptive EMA,all,0.8327444650654673
trending,BTCUSDT,2024-01-04,43,Load-Adaptive EMA (BW-Matched),all,0.8104107005007608
trending,BTCUSDT,2024-01-04,43,KAMA,all,0.9144284097358202
trending,BTCUSDT,2024-01-04,43,Butterworth (Default),all,0.8123116706116351
trending,BTCUSDT,2024-01-04,43,Butterworth (Matched),all,0.8088781787342241
trending,BTCUSDT,2024-01-04,43,RRCF,all,0.8686931772808147
trending,BTCUSDT,2024-01-04,43,Fixed EMA,level_shift,0.6387483785081973
trending,BTCUSDT,2024-01-04,43,Load Adaptive EMA,level_shift,0.6253635494886045
trending,BTCUSDT,2024-01-04,43,Load-Adaptive EMA (BW-Matched),level_shift,0.63215426552287
trending,BTCUSDT,2024-01-04,43,KAMA,level_shift,0.5964366472755614
trending,BTCUSDT,2024-01-04,43,Butterworth (Default),level_shift,0.6353987515444577
trending,BTCUSDT,2024-01-04,43,Butterworth (Matched),level_shift,0.6331402654604372
trending,BTCUSDT,2024-01-04,43,RRCF,level_shift,0.6784340351658045
trending,BTCUSDT,2024-01-04,43,Fixed EMA,point,0.9980955337690631
trending,BTCUSDT,2024-01-04,43,Load Adaptive EMA,point,0.9979894335511983
trending,BTCUSDT,2024-01-04,43,Load-Adaptive EMA (BW-Matched),point,0.9978529411764706
trending,BTCUSDT,2024-01-04,43,KAMA,point,0.9982368191721134
trending,BTCUSDT,2024-01-04,43,Butterworth (Default),point,0.9907883442265796
trending,BTCUSDT,2024-01-04,43,Butterworth (Matched),point,0.9898081699346406
trending,BTCUSDT,2024-01-04,43,RRCF,point,0.9978610021786493
trending,SOLUSDT,2024-01-01,44,Fixed EMA,all,0.8352789043268991
trending,SOLUSDT,2024-01-01,44,Load Adaptive EMA,all,0.8223202992212051
trending,SOLUSDT,2024-01-01,44,Load-Adaptive EMA (BW-Matched),all,0.8358957514078282
trending,SOLUSDT,2024-01-01,44,KAMA,all,0.9080017098413345
trending,SOLUSDT,2024-01-01,44,Butterworth (Default),all,0.8527247631007341
trending,SOLUSDT,2024-01-01,44,Butterworth (Matched),all,0.8499901027995054
trending,SOLUSDT,2024-01-01,44,RRCF,all,0.877522197440584
trending,SOLUSDT,2024-01-01,44,Fixed EMA,level_shift,0.6287171246398269
trending,SOLUSDT,2024-01-01,44,Load Adaptive EMA,level_shift,0.5400991525369657
trending,SOLUSDT,2024-01-01,44,Load-Adaptive EMA (BW-Matched),level_shift,0.6194089806511704
trending,SOLUSDT,2024-01-01,44,KAMA,level_shift,0.530135745642999
trending,SOLUSDT,2024-01-01,44,Butterworth (Default),level_shift,0.6818665192719684
trending,SOLUSDT,2024-01-01,44,Butterworth (Matched),level_shift,0.6848506190043058
trending,SOLUSDT,2024-01-01,44,RRCF,level_shift,0.6764884731363328
trending,SOLUSDT,2024-01-01,44,Fixed EMA,point,0.9983551198257081
trending,SOLUSDT,2024-01-01,44,Load Adaptive EMA,point,0.998355119825708
trending,SOLUSDT,2024-01-01,44,Load-Adaptive EMA (BW-Matched),point,0.9983986928104576
trending,SOLUSDT,2024-01-01,44,KAMA,point,0.998442265795207
trending,SOLUSDT,2024-01-01,44,Butterworth (Default),point,0.9968606753812637
trending,SOLUSDT,2024-01-01,44,Butterworth (Matched),point,0.9963973856209151
trending,SOLUSDT,2024-01-01,44,RRCF,point,0.9993028322440087
trending,SOLUSDT,2024-01-29,45,Fixed EMA,all,0.8232807268055579
trending,SOLUSDT,2024-01-29,45,Load Adaptive EMA,all,0.8214017560512578
trending,SOLUSDT,2024-01-29,45,Load-Adaptive EMA (BW-Matched),all,0.8269697805345073
trending,SOLUSDT,2024-01-29,45,KAMA,all,0.9045024344140222
trending,SOLUSDT,2024-01-29,45,Butterworth (Default),all,0.8607708500400962
trending,SOLUSDT,2024-01-29,45,Butterworth (Matched),all,0.8601295885635729
trending,SOLUSDT,2024-01-29,45,RRCF,all,0.8676392321162627
trending,SOLUSDT,2024-01-29,45,Fixed EMA,level_shift,0.6380213019031142
trending,SOLUSDT,2024-01-29,45,Load Adaptive EMA,level_shift,0.5645799477879387
trending,SOLUSDT,2024-01-29,45,Load-Adaptive EMA (BW-Matched),level_shift,0.6406486730721701
trending,SOLUSDT,2024-01-29,45,KAMA,level_shift,0.5560109946552151
trending,SOLUSDT,2024-01-29,45,Butterworth (Default),level_shift,0.6961510172083539
trending,SOLUSDT,2024-01-29,45,Butterworth (Matched),level_shift,0.6989201951000988
trending,SOLUSDT,2024-01-29,45,RRCF,level_shift,0.6515474195192783
trending,SOLUSDT,2024-01-29,45,Fixed EMA,point,0.9984470588235295
trending,SOLUSDT,2024-01-29,45,Load Adaptive EMA,point,0.9983823529411764
trending,SOLUSDT,2024-01-29,45,Load-Adaptive EMA (BW-Matched),point,0.9984470588235295
trending,SOLUSDT,2024-01-29,45,KAMA,point,0.9986950980392157
trending,SOLUSDT,2024-01-29,45,Butterworth (Default),point,0.9972801742919389
trending,SOLUSDT,2024-01-29,45,Butterworth (Matched),point,0.9972169934640523
trending,SOLUSDT,2024-01-29,45,RRCF,point,0.9994444444444445
trending,BTCUSDT,2024-01-22,46,Fixed EMA,all,0.8037968163976821
trending,BTCUSDT,2024-01-22,46,Load Adaptive EMA,all,0.8236595013553535
trending,BTCUSDT,2024-01-22,46,Load-Adaptive EMA (BW-Matched),all,0.8013350082296015
trending,BTCUSDT,2024-01-22,46,KAMA,all,0.9091368733179022
trending,BTCUSDT,2024-01-22,46,Butterworth (Default),all,0.8103332180997946
trending,BTCUSDT,2024-01-22,46,Butterworth (Matched),all,0.8074082121578973
trending,BTCUSDT,2024-01-22,46,RRCF,all,0.8580311217291827
trending,BTCUSDT,2024-01-22,46,Fixed EMA,level_shift,0.6033820741410528
trending,BTCUSDT,2024-01-22,46,Load Adaptive EMA,level_shift,0.6036706442316523
trending,BTCUSDT,2024-01-22,46,Load-Adaptive EMA (BW-Matched),level_shift,0.5964248541664049
trending,BTCUSDT,2024-01-22,46,KAMA,level_shift,0.5976409787947852
trending,BTCUSDT,2024-01-22,46,Butterworth (Default),level_shift,0.5956241896303979
trending,BTCUSDT,2024-01-22,46,Butterworth (Matched),level_shift,0.5926025493909979
trending,BTCUSDT,2024-01-22,46,RRCF,level_shift,0.615552627750392
trending,BTCUSDT,2024-01-22,46,Fixed EMA,point,0.9976150326797386
trending,BTCUSDT,2024-01-22,46,Load Adaptive EMA,point,0.9980178649237473
trending,BTCUSDT,2024-01-22,46,Load-Adaptive EMA (BW-Matched),point,0.9977267973856209
trending,BTCUSDT,2024-01-22,46,KAMA,point,0.9982368191721133
trending,BTCUSDT,2024-01-22,46,Butterworth (Default),point,0.9915912854030501
trending,BTCUSDT,2024-01-22,46,Butterworth (Matched),point,0.9913884531590413
trending,BTCUSDT,2024-01-22,46,RRCF,point,0.9973183006535948
trending,BTCUSDT,2024-01-26,47,Fixed EMA,all,0.8271761996082543
trending,BTCUSDT,2024-01-26,47,Load Adaptive EMA,all,0.8355820983123782
trending,BTCUSDT,2024-01-26,47,Load-Adaptive EMA (BW-Matched),all,0.8219185067040679
trending,BTCUSDT,2024-01-26,47,KAMA,all,0.9226811479232268
trending,BTCUSDT,2024-01-26,47,Butterworth (Default),all,0.8048476378076054
trending,BTCUSDT,2024-01-26,47,Butterworth (Matched),all,0.801735860657633
trending,BTCUSDT,2024-01-26,47,RRCF,all,0.8887360739533823
trending,BTCUSDT,2024-01-26,47,Fixed EMA,level_shift,0.6451273447637248
trending,BTCUSDT,2024-01-26,47,Load Adaptive EMA,level_shift,0.5959395154733611
trending,BTCUSDT,2024-01-26,47,Load-Adaptive EMA (BW-Matched),level_shift,0.6269398218289514
trending,BTCUSDT,2024-01-26,47,KAMA,level_shift,0.5830999145122664
trending,BTCUSDT,2024-01-26,47,Butterworth (Default),level_shift,0.6472104459774299
trending,BTCUSDT,2024-01-26,47,Butterworth (Matched),level_shift,0.6430523518673895
trending,BTCUSDT,2024-01-26,47,RRCF,level_shift,0.686034525316926
trending,BTCUSDT,2024-01-26,47,Fixed EMA,point,0.9977916122004358
trending,BTCUSDT,2024-01-26,47,Load Adaptive EMA,point,0.9980016339869281
trending,BTCUSDT,2024-01-26,47,Load-Adaptive EMA (BW-Matched),point,0.9974984749455337
trending,BTCUSDT,2024-01-26,47,KAMA,point,0.9981394335511983
trending,BTCUSDT,2024-01-26,47,Butterworth (Default),point,0.9941835511982571
trending,BTCUSDT,2024-01-26,47,Butterworth (Matched),point,0.9935298474945534
trending,BTCUSDT,2024-01-26,47,RRCF,point,0.9969381263616558
trending,XRPUSDT,2024-01-26,48,Fixed EMA,all,0.8426849121027966
trending,XRPUSDT,2024-01-26,48,Load Adaptive EMA,all,0.8286432698686533
trending,XRPUSDT,2024-01-26,48,Load-Adaptive EMA (BW-Matched),all,0.8429429322283664
trending,XRPUSDT,2024-01-26,48,KAMA,all,0.8866554701734402
